,Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country
51596,494110,21122,SET/10 PINK SPOTTY PARTY CANDLES,24,2010-01-11 12:29:00,1.25,12549.0,USA
51597,494110,21123,SET/10 IVORY SPOTTY PARTY CANDLES,24,2010-01-11 12:29:00,1.25,12549.0,USA
51598,494110,21124,SET/10 BLUE SPOTTY PARTY CANDLES,24,2010-01-11 12:29:00,1.25,12549.0,USA
51599,494110,21354,TOAST ITS - BEST MUM,12,2010-01-11 12:29:00,1.25,12549.0,USA
51600,494110,21213,PACK OF 72 SKULL CAKE CASES,24,2010-01-11 12:29:00,0.55,12549.0,USA
51601,494110,21210,SET OF 72 RETRO SPOT PAPER  DOILIES,24,2010-01-11 12:29:00,1.45,12549.0,USA
51602,494110,84988,SET OF 72 PINK HEART PAPER DOILIES,12,2010-01-11 12:29:00,1.45,12549.0,USA
51603,494110,22138,BAKING SET 9 PIECE RETROSPOT ,6,2010-01-11 12:29:00,4.95,12549.0,USA
51604,494110,21731,RED TOADSTOOL LED NIGHT LIGHT,12,2010-01-11 12:29:00,1.65,12549.0,USA
51605,494110,22087,PAPER BUNTING WHITE LACE,6,2010-01-11 12:29:00,2.95,12549.0,USA
51606,494110,21439,BASKET OF TOADSTOOLS,12,2010-01-11 12:29:00,1.25,12549.0,USA
51639,494113,21355,TOAST ITS - I LOVE YOU ,120,2010-01-11 12:30:00,1.25,12549.0,USA
52961,494234,POST,POSTAGE,1,2010-01-12 15:01:00,5.0,12549.0,USA
57551,494590,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,1,2010-01-15 11:57:00,2.95,12755.0,Japan
61927,494891,22114,HOT WATER BOTTLE TEA AND SYMPATHY,1,2010-01-19 13:23:00,3.95,12733.0,USA
61928,494891,21485,RED SPOT HEART HOT WATER BOTTLE,3,2010-01-19 13:23:00,4.95,12733.0,USA
61929,494891,21486,PINK HEART DOTS HOT WATER BOTTLE,2,2010-01-19 13:23:00,3.75,12733.0,USA
61930,494891,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,4,2010-01-19 13:23:00,2.95,12733.0,USA
61931,494891,22110,BIRD HOUSE HOT WATER BOTTLE,2,2010-01-19 13:23:00,3.45,12733.0,USA
61932,494891,22367,CHILDS APRON SPACEBOY DESIGN,5,2010-01-19 13:23:00,1.95,12733.0,USA
61933,494891,22139,RETRO SPOT TEA SET CERAMIC 11 PC ,4,2010-01-19 13:23:00,4.95,12733.0,USA
61934,494891,22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,4,2010-01-19 13:23:00,4.95,12733.0,USA
61935,494891,22280,POCKET BAG PINK PAISELY BROWN SPOT,6,2010-01-19 13:23:00,2.1,12733.0,USA
61936,494891,22279,POCKET BAG BLUE PAISLEY RED SPOT,6,2010-01-19 13:23:00,2.1,12733.0,USA
61937,494891,47580,TEA TIME DES TEA COSY,4,2010-01-19 13:23:00,2.55,12733.0,USA
61938,494891,22114,HOT WATER BOTTLE TEA AND SYMPATHY,5,2010-01-19 13:23:00,3.95,12733.0,USA
61939,494891,22261,FELT EGG COSY WHITE RABBIT ,2,2010-01-19 13:23:00,0.85,12733.0,USA
61940,494891,22260,FELT EGG COSY BLUE RABBIT ,4,2010-01-19 13:23:00,0.85,12733.0,USA
61941,494891,22277,COSMETIC BAG VINTAGE ROSE PAISLEY,10,2010-01-19 13:23:00,2.1,12733.0,USA
61942,494891,22260,FELT EGG COSY BLUE RABBIT ,2,2010-01-19 13:23:00,0.85,12733.0,USA
61943,494891,22261,FELT EGG COSY WHITE RABBIT ,4,2010-01-19 13:23:00,0.85,12733.0,USA
61944,494891,22330,72 ROUND PINK DOILIES,5,2010-01-19 13:23:00,1.45,12733.0,USA
61945,494891,84520D,PACK OF 20 FAIRY CAKE PAPER NAPKINS,6,2010-01-19 13:23:00,0.85,12733.0,USA
61946,494891,22111,SCOTTIE DOG HOT WATER BOTTLE,3,2010-01-19 13:23:00,4.95,12733.0,USA
61947,494891,22367,CHILDS APRON SPACEBOY DESIGN,1,2010-01-19 13:23:00,1.95,12733.0,USA
61948,494891,22125,UNION JACK HOT WATER BOTTLE ,3,2010-01-19 13:23:00,5.95,12733.0,USA
61949,494891,22125,UNION JACK HOT WATER BOTTLE ,8,2010-01-19 13:23:00,5.95,12733.0,USA
61950,494891,21702,SET 5 MINI GATEAUX  FRIDGE MAGNETS,8,2010-01-19 13:23:00,1.69,12733.0,USA
61951,494891,37503,TEA TIME CAKE STAND IN GIFT BOX,4,2010-01-19 13:23:00,10.75,12733.0,USA
61952,494891,21122,SET/10 PINK SPOTTY PARTY CANDLES,8,2010-01-19 13:23:00,1.25,12733.0,USA
61953,494891,21124,SET/10 BLUE SPOTTY PARTY CANDLES,6,2010-01-19 13:23:00,1.25,12733.0,USA
61954,494891,37501,TEA TIME TEA SET IN GIFT BOX,3,2010-01-19 13:23:00,6.95,12733.0,USA
61955,494891,22348,TEA BAG PLATE RED SPOTTY ,10,2010-01-19 13:23:00,0.85,12733.0,USA
61956,494891,37485,ENGLISH ROSE TEA SET IN GIFT BOX,3,2010-01-19 13:23:00,4.65,12733.0,USA
61957,494891,37500,TEA TIME TEAPOT IN GIFT BOX,3,2010-01-19 13:23:00,9.95,12733.0,USA
61958,494891,22128,PARTY CONES CANDY ASSORTED,18,2010-01-19 13:23:00,1.25,12733.0,USA
61959,494891,22146,EASTER CRAFT IVY WREATH WITH CHICK,5,2010-01-19 13:23:00,1.95,12733.0,USA
61960,494891,22138,BAKING SET 9 PIECE RETROSPOT ,6,2010-01-19 13:23:00,4.95,12733.0,USA
61961,494891,22149,FELTCRAFT 6 FLOWER FRIENDS,7,2010-01-19 13:23:00,2.1,12733.0,USA
61962,494891,22356,"CHARLOTTE BAG , PINK/WHITE SPOTS",10,2010-01-19 13:23:00,0.85,12733.0,USA
61963,494891,21265,PINK GOOSE FEATHER TREE 60CM,1,2010-01-19 13:23:00,9.95,12733.0,USA
61964,494891,22221,CAKE STAND LOVEBIRD 2 TIER PINK,1,2010-01-19 13:23:00,9.95,12733.0,USA
61965,494891,21621,VINTAGE UNION JACK BUNTING,4,2010-01-19 13:23:00,8.5,12733.0,USA
61966,494891,22148,EASTER CRAFT 4 CHICKS ,5,2010-01-19 13:23:00,1.95,12733.0,USA
61967,494891,22147,FELTCRAFT BUTTERFLY HEARTS,5,2010-01-19 13:23:00,1.45,12733.0,USA
61968,494891,22223,CAKE PLATE LOVEBIRD PINK,2,2010-01-19 13:23:00,4.95,12733.0,USA
61969,494891,22236,CAKE STAND 3 TIER MAGIC GARDEN,3,2010-01-19 13:23:00,12.75,12733.0,USA
61970,494891,22210,WOOD STAMP SET BEST WISHES,2,2010-01-19 13:23:00,1.65,12733.0,USA
61971,494891,40018E,TEA TIME PAPER LANTERNS,4,2010-01-19 13:23:00,1.95,12733.0,USA
61972,494891,22127,PARTY CONES CARNIVAL ASSORTED,18,2010-01-19 13:23:00,1.25,12733.0,USA
61973,494891,85099F,JUMBO BAG STRAWBERRY,3,2010-01-19 13:23:00,1.95,12733.0,USA
61974,494891,21396,RED SPOTTY EGG CUP ,12,2010-01-19 13:23:00,1.25,12733.0,USA
61975,494891,84706A,ENGLISH ROSE TABLE CLOCK,3,2010-01-19 13:23:00,8.95,12733.0,USA
61976,494891,84706B,FAIRY CAKES TABLE CLOCK,3,2010-01-19 13:23:00,8.95,12733.0,USA
61977,494891,84997D,PINK 3 PIECE MINI DOTS CUTLERY SET,24,2010-01-19 13:23:00,3.75,12733.0,USA
61978,494891,21527,RETRO SPOT TRADITIONAL TEAPOT ,6,2010-01-19 13:23:00,7.95,12733.0,USA
61979,494891,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,2010-01-19 13:23:00,1.25,12733.0,USA
61980,494891,21843,RETRO SPOT CAKE STAND,3,2010-01-19 13:23:00,10.95,12733.0,USA
61981,494891,22300,COFFEE MUG DOG + BALL DESIGN,6,2010-01-19 13:23:00,2.55,12733.0,USA
61982,494891,22301,COFFEE MUG CAT + BIRD DESIGN,6,2010-01-19 13:23:00,2.55,12733.0,USA
61983,494891,20972,PINK CREAM FELT CRAFT TRINKET BOX ,12,2010-01-19 13:23:00,1.25,12733.0,USA
61984,494891,21871,SAVE THE PLANET MUG,6,2010-01-19 13:23:00,1.25,12733.0,USA
61985,494891,47591D,PINK FAIRY CAKE CHILD'S APRON,8,2010-01-19 13:23:00,1.95,12733.0,USA
61986,494891,21578,WOODLAND DESIGN  COTTON TOTE BAG,4,2010-01-19 13:23:00,2.25,12733.0,USA
61987,494891,21002,ROSE DU SUD DRAWSTRING BAG,2,2010-01-19 13:23:00,4.25,12733.0,USA
61988,494891,21004,ROSE DU SUD CHILDS APRON,3,2010-01-19 13:23:00,4.25,12733.0,USA
61989,494891,21577,SAVE THE PLANET COTTON TOTE BAG,5,2010-01-19 13:23:00,2.25,12733.0,USA
61990,494891,21000,ROSE DU SUD COSMETICS BAG,4,2010-01-19 13:23:00,4.25,12733.0,USA
61991,494891,22122,SET OF 2 FANCY FONT TEA TOWELS,10,2010-01-19 13:23:00,2.95,12733.0,USA
61992,494891,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,1,2010-01-19 13:23:00,2.95,12733.0,USA
61993,494891,84985A,SET OF 72 GREEN PAPER DOILIES,4,2010-01-19 13:23:00,1.45,12733.0,USA
61994,494891,84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,6,2010-01-19 13:23:00,0.85,12733.0,USA
61995,494891,84987,SET OF 36 TEATIME PAPER DOILIES,6,2010-01-19 13:23:00,1.45,12733.0,USA
61996,494891,22309,TEA COSY RED  STRIPE,6,2010-01-19 13:23:00,2.55,12733.0,USA
61997,494891,22308,TEA COSY BLUE STRIPE,6,2010-01-19 13:23:00,2.55,12733.0,USA
71479,495815,21355,TOAST ITS - I LOVE YOU ,288,2010-01-27 10:35:00,1.05,12549.0,USA
71480,495815,21212,PACK OF 72 RETRO SPOT CAKE CASES,48,2010-01-27 10:35:00,0.55,12549.0,USA
71481,495815,21976,PACK OF 60 MUSHROOM CAKE CASES,24,2010-01-27 10:35:00,0.55,12549.0,USA
71482,495815,21213,PACK OF 72 SKULL CAKE CASES,48,2010-01-27 10:35:00,0.55,12549.0,USA
71483,495815,84992,72 SWEETHEART FAIRY CAKE CASES,24,2010-01-27 10:35:00,0.55,12549.0,USA
71484,495815,21214,SET OF 72 IVORY PAPER DOILIES,24,2010-01-27 10:35:00,1.45,12549.0,USA
71485,495815,21973,SET OF 36 MUSHROOM PAPER DOILIES,12,2010-01-27 10:35:00,1.45,12549.0,USA
71486,495815,21210,SET OF 72 RETRO SPOT PAPER  DOILIES,24,2010-01-27 10:35:00,1.45,12549.0,USA
71487,495815,84985A,SET OF 72 GREEN PAPER DOILIES,24,2010-01-27 10:35:00,1.45,12549.0,USA
71488,495815,84985B,SET OF 72 BLACK PAPER DOILIES ,24,2010-01-27 10:35:00,1.45,12549.0,USA
71489,495815,84987,SET OF 36 TEATIME PAPER DOILIES,12,2010-01-27 10:35:00,1.45,12549.0,USA
71490,495815,22352,LUNCHBOX WITH CUTLERY RETROSPOT ,6,2010-01-27 10:35:00,2.55,12549.0,USA
71491,495815,22353,LUNCHBOX WITH CUTLERY FAIRY CAKES ,6,2010-01-27 10:35:00,2.55,12549.0,USA
71492,495815,40018E,TEA TIME PAPER LANTERNS,5,2010-01-27 10:35:00,1.95,12549.0,USA
76818,496354,21576,LETS GO SHOPPING COTTON TOTE BAG,6,2010-02-01 09:52:00,2.25,12810.0,Japan
76819,496354,21577,SAVE THE PLANET COTTON TOTE BAG,6,2010-02-01 09:52:00,2.25,12810.0,Japan
76820,496354,21578,WOODLAND DESIGN  COTTON TOTE BAG,6,2010-02-01 09:52:00,2.25,12810.0,Japan
76821,496354,21579,LOLITA  DESIGN  COTTON TOTE BAG,6,2010-02-01 09:52:00,2.25,12810.0,Japan
76822,496354,21580,RABBIT  DESIGN  COTTON TOTE BAG,6,2010-02-01 09:52:00,2.25,12810.0,Japan
76823,496354,84529C,YELLOW KNITTED KIDS RUCKSACK,2,2010-02-01 09:52:00,6.75,12810.0,Japan
76824,496354,84856S,SMALL TAHITI BEACH BAG,6,2010-02-01 09:52:00,4.65,12810.0,Japan
76825,496354,62095B,TURQOISE ICE CREAM SUNHAT,12,2010-02-01 09:52:00,1.69,12810.0,Japan
76826,496354,17174,ASSTD RASTA KEY-CHAINS,24,2010-02-01 09:52:00,0.42,12810.0,Japan
76827,496354,21789,KIDS RAIN MAC PINK,24,2010-02-01 09:52:00,0.85,12810.0,Japan
89455,497879,22385,JUMBO BAG SPACEBOY DESIGN,10,2010-02-14 11:15:00,1.95,12422.0,Australia
89456,497879,22381,TOY TIDY PINK RETROSPOT  ,5,2010-02-14 11:15:00,2.1,12422.0,Australia
89457,497879,22382,LUNCH BAG SPACEBOY DESIGN ,100,2010-02-14 11:15:00,1.45,12422.0,Australia
89458,497879,22383,LUNCH BAG SUKI  DESIGN ,100,2010-02-14 11:15:00,1.45,12422.0,Australia
89459,497879,22384,LUNCH BAG PINK RETROSPOT,20,2010-02-14 11:15:00,1.65,12422.0,Australia
89460,497879,20725,LUNCH BAG RED SPOTTY,10,2010-02-14 11:15:00,1.65,12422.0,Australia
89461,497879,20726,LUNCH BAG WOODLAND,100,2010-02-14 11:15:00,1.45,12422.0,Australia
89462,497879,21931,JUMBO STORAGE BAG SUKI,10,2010-02-14 11:15:00,1.95,12422.0,Australia
89463,497879,21937,STRAWBERRY   PICNIC BAG,5,2010-02-14 11:15:00,2.95,12422.0,Australia
89464,497879,85099F,JUMBO BAG STRAWBERRY,10,2010-02-14 11:15:00,1.95,12422.0,Australia
89465,497879,20729,RED SPOTTY CANDY BAG,20,2010-02-14 11:15:00,1.25,12422.0,Australia
89466,497879,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,2010-02-14 11:15:00,1.95,12422.0,Australia
89467,497879,85099C,JUMBO  BAG BAROQUE BLACK WHITE,10,2010-02-14 11:15:00,1.95,12422.0,Australia
89468,497879,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,2010-02-14 11:15:00,1.95,12422.0,Australia
89469,497879,22380,TOY TIDY SPACEBOY  ,5,2010-02-14 11:15:00,2.1,12422.0,Australia
97548,498550,84849D,HOT BATHS SOAP HOLDER,12,2010-02-21 10:19:00,1.69,12416.0,Australia
97549,498550,82578,KITCHEN METAL SIGN,12,2010-02-21 10:19:00,0.55,12416.0,Australia
97550,498550,85152,HAND OVER THE CHOCOLATE   SIGN ,12,2010-02-21 10:19:00,2.1,12416.0,Australia
97551,498550,22494,EMERGENCY FIRST AID TIN ,12,2010-02-21 10:19:00,1.25,12416.0,Australia
97552,498550,82580,BATHROOM METAL SIGN,12,2010-02-21 10:19:00,0.55,12416.0,Australia
97553,498550,21173,LOO ROLL  METAL SIGN ,12,2010-02-21 10:19:00,1.65,12416.0,Australia
97554,498550,21165,BEWARE OF THE CAT METAL SIGN ,12,2010-02-21 10:19:00,1.69,12416.0,Australia
97555,498550,21174,POTTERING IN THE SHED METAL SIGN,12,2010-02-21 10:19:00,1.95,12416.0,Australia
97556,498550,21903,MAN FLU METAL SIGN,12,2010-02-21 10:19:00,2.1,12416.0,Australia
97557,498550,21908,CHOCOLATE THIS WAY METAL SIGN,12,2010-02-21 10:19:00,2.1,12416.0,Australia
97558,498550,82551,LAUNDRY 15C METAL SIGN,12,2010-02-21 10:19:00,1.25,12416.0,Australia
98640,498617,22432,WATERING CAN PINK BUNNY,12,2010-02-22 10:15:00,1.95,12389.0,Australia
98641,498617,22433,WATERING CAN GREEN DINOSAUR,12,2010-02-22 10:15:00,1.95,12389.0,Australia
98642,498617,21890,S/6 WOODEN SKITTLES IN COTTON BAG,6,2010-02-22 10:15:00,2.95,12389.0,Australia
98643,498617,21717,EASTER TIN BUCKET,16,2010-02-22 10:15:00,2.55,12389.0,Australia
98644,498617,85232B,SET/3 RUSSIAN DOLL STACKING TINS,9,2010-02-22 10:15:00,4.95,12389.0,Australia
98645,498617,21791,VINTAGE HEADS AND TAILS CARD GAME ,12,2010-02-22 10:15:00,1.25,12389.0,Australia
99685,498765,22384,LUNCH BAG PINK RETROSPOT,1,2010-02-23 09:37:00,1.65,12755.0,Japan
99686,498765,21648,ASSORTED TUTTI FRUTTI SMALL PURSE,1,2010-02-23 09:37:00,1.25,12755.0,Japan
99687,498765,21647,ASSORTED TUTTI FRUTTI LARGE PURSE,1,2010-02-23 09:37:00,2.1,12755.0,Japan
99688,498765,84569D,PACK 6 HEART/ICE-CREAM PATCHES,1,2010-02-23 09:37:00,1.25,12755.0,Japan
99689,498765,84569C,PACK 4 FLOWER/BUTTERFLY PATCHES,1,2010-02-23 09:37:00,1.25,12755.0,Japan
99690,498765,84569A,PACK 3 IRON ON DOG PATCHES,1,2010-02-23 09:37:00,1.25,12755.0,Japan
99691,498765,20865,PATCHWORK PENCIL CASE BUTTERFLY ,1,2010-02-23 09:37:00,2.1,12755.0,Japan
99692,498765,20854,BLUE PATCH PURSE PINK HEART,1,2010-02-23 09:37:00,1.65,12755.0,Japan
99693,498765,20857,BLUE ROSE PATCH PURSE PINK BUTTERFL,1,2010-02-23 09:37:00,1.65,12755.0,Japan
99694,498765,20855,PINK PATCH PURSE BLUE HEART,1,2010-02-23 09:37:00,1.65,12755.0,Japan
99695,498765,20864,DENIM PATCH PENCIL CASE BUTTERFLY,1,2010-02-23 09:37:00,2.1,12755.0,Japan
99696,498765,20856,DENIM PATCH PURSE PINK BUTTERFLY,1,2010-02-23 09:37:00,1.65,12755.0,Japan
99697,498765,20863,BLUE PATCH PENCIL CASE PINK HEART,1,2010-02-23 09:37:00,2.1,12755.0,Japan
99698,498765,20862,PINK PATCH PENCIL CASE BLUE HEART,1,2010-02-23 09:37:00,2.1,12755.0,Japan
99699,498765,84568,GIRLS ALPHABET IRON ON PATCHES ,1,2010-02-23 09:37:00,0.21,12755.0,Japan
99700,498765,22276,WASH BAG VINTAGE ROSE PAISLEY,1,2010-02-23 09:37:00,2.55,12755.0,Japan
99701,498765,20725,LUNCH BAG RED SPOTTY,1,2010-02-23 09:37:00,1.65,12755.0,Japan
99702,498765,21937,STRAWBERRY   PICNIC BAG,1,2010-02-23 09:37:00,2.95,12755.0,Japan
99703,498765,21936,RED/WHITE SPOT PICNIC BAG,1,2010-02-23 09:37:00,2.95,12755.0,Japan
100018,C498782,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,-1,2010-02-23 10:56:00,2.95,12755.0,Japan
100019,C498784,20864,DENIM PATCH PENCIL CASE BUTTERFLY,-1,2010-02-23 10:58:00,2.1,12755.0,Japan
100020,C498784,20855,PINK PATCH PURSE BLUE HEART,-1,2010-02-23 10:58:00,1.65,12755.0,Japan
100021,C498784,20857,BLUE ROSE PATCH PURSE PINK BUTTERFL,-1,2010-02-23 10:58:00,1.65,12755.0,Japan
100022,C498784,20854,BLUE PATCH PURSE PINK HEART,-1,2010-02-23 10:58:00,1.65,12755.0,Japan
100023,C498784,20865,PATCHWORK PENCIL CASE BUTTERFLY ,-1,2010-02-23 10:58:00,2.1,12755.0,Japan
100024,C498784,22384,LUNCH BAG PINK RETROSPOT,-1,2010-02-23 10:58:00,1.65,12755.0,Japan
100025,C498784,21936,RED/WHITE SPOT PICNIC BAG,-1,2010-02-23 10:58:00,2.95,12755.0,Japan
100026,C498784,21937,STRAWBERRY   PICNIC BAG,-1,2010-02-23 10:58:00,2.95,12755.0,Japan
100027,C498784,20725,LUNCH BAG RED SPOTTY,-1,2010-02-23 10:58:00,1.65,12755.0,Japan
100028,C498784,22276,WASH BAG VINTAGE ROSE PAISLEY,-1,2010-02-23 10:58:00,2.55,12755.0,Japan
100029,C498784,84568,GIRLS ALPHABET IRON ON PATCHES ,-1,2010-02-23 10:58:00,0.21,12755.0,Japan
100030,C498784,20862,PINK PATCH PENCIL CASE BLUE HEART,-1,2010-02-23 10:58:00,2.1,12755.0,Japan
100031,C498784,20863,BLUE PATCH PENCIL CASE PINK HEART,-1,2010-02-23 10:58:00,2.1,12755.0,Japan
100032,C498784,20856,DENIM PATCH PURSE PINK BUTTERFLY,-1,2010-02-23 10:58:00,1.65,12755.0,Japan
100033,C498784,84569A,PACK 3 IRON ON DOG PATCHES,-1,2010-02-23 10:58:00,1.25,12755.0,Japan
100034,C498784,84569C,PACK 4 FLOWER/BUTTERFLY PATCHES,-1,2010-02-23 10:58:00,1.25,12755.0,Japan
100035,C498784,84569D,PACK 6 HEART/ICE-CREAM PATCHES,-1,2010-02-23 10:58:00,1.25,12755.0,Japan
100036,C498784,21647,ASSORTED TUTTI FRUTTI LARGE PURSE,-1,2010-02-23 10:58:00,2.1,12755.0,Japan
100037,C498784,21648,ASSORTED TUTTI FRUTTI SMALL PURSE,-1,2010-02-23 10:58:00,1.25,12755.0,Japan
110890,500008,79067,CORONA MEXICAN TRAY,4,2010-03-04 09:51:00,3.75,12431.0,Australia
110891,500008,22138,BAKING SET 9 PIECE RETROSPOT ,6,2010-03-04 09:51:00,4.95,12431.0,Australia
110892,500008,21731,RED TOADSTOOL LED NIGHT LIGHT,24,2010-03-04 09:51:00,1.65,12431.0,Australia
110893,500008,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,2010-03-04 09:51:00,1.95,12431.0,Australia
110894,500008,22254,FELT TOADSTOOL LARGE,24,2010-03-04 09:51:00,1.25,12431.0,Australia
110895,500008,22367,CHILDS APRON SPACEBOY DESIGN,8,2010-03-04 09:51:00,1.95,12431.0,Australia
110896,500008,22382,LUNCH BAG SPACEBOY DESIGN ,10,2010-03-04 09:51:00,1.65,12431.0,Australia
110897,500008,22383,LUNCH BAG SUKI  DESIGN ,10,2010-03-04 09:51:00,1.65,12431.0,Australia
110898,500008,85164B,BLACK BAROQUE CUCKOO CLOCK,6,2010-03-04 09:51:00,8.5,12431.0,Australia
110899,500008,21481,FAWN BLUE HOT WATER BOTTLE,6,2010-03-04 09:51:00,2.95,12431.0,Australia
110900,500008,22112,CHOCOLATE HOT WATER BOTTLE,3,2010-03-04 09:51:00,4.95,12431.0,Australia
110901,500008,84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,6,2010-03-04 09:51:00,2.95,12431.0,Australia
110902,500008,22385,JUMBO BAG SPACEBOY DESIGN,10,2010-03-04 09:51:00,1.95,12431.0,Australia
110903,500008,48138,DOOR MAT UNION FLAG,6,2010-03-04 09:51:00,7.49,12431.0,Australia
110904,500008,20725,LUNCH BAG RED SPOTTY,10,2010-03-04 09:51:00,1.65,12431.0,Australia
110905,500008,10002,INFLATABLE POLITICAL GLOBE ,12,2010-03-04 09:51:00,0.85,12431.0,Australia
110906,500008,22195,LARGE HEART MEASURING SPOONS,12,2010-03-04 09:51:00,1.65,12431.0,Australia
123908,501172,21937,STRAWBERRY   PICNIC BAG,12,2010-03-15 10:47:00,2.95,12755.0,Japan
123909,501172,21936,RED/WHITE SPOT PICNIC BAG,12,2010-03-15 10:47:00,2.95,12755.0,Japan
123910,501172,20725,LUNCH BAG RED SPOTTY,12,2010-03-15 10:47:00,1.65,12755.0,Japan
123911,501172,22384,LUNCH BAG PINK RETROSPOT,12,2010-03-15 10:47:00,1.65,12755.0,Japan
123913,C501174,22384,LUNCH BAG PINK RETROSPOT,-12,2010-03-15 10:55:00,1.65,12755.0,Japan
